id,von,bis,hoehe,breite,laenge,name,bundesland
3,19930429,20110331,202,50.7827,6.0941, Aachen,Nordrhein-Westfalen
20,20040813,20220502,432,48.9219,9.9129, Abtsgm�nd-Untergr�ninge,Baden-W�rttemberg
29,20020829,20220503,260,49.7175,10.9101, Adelsdorf (Kl�ranlage),Bayern
30,20060530,20061029,260,49.4064,9.3914, Adelsheim,Baden-W�rttemberg
44,20070209,20220503,44,52.9336,8.237, Gro�enkneten,Niedersachsen
46,20020925,20220503,325,48.945,12.4639, Aholfing,Bayern
47,20110417,20131127,338,49.4997,9.5439, Ahorn-Eubigheim,Baden-W�rttemberg
53,20050901,20220502,60,52.585,13.5634, Ahrensfelde,Brandenburg
71,20041021,20191231,759,48.2156,8.9784, Albstadt-Badkap,Baden-W�rttemberg
73,20070214,20220503,340,48.6159,13.0506, Aldersbach-Kriestorf,Bayern
78,20041011,20220502,65,52.4853,7.9126, Alfhausen,Niedersachsen
87,20050201,20220502,158,51.095,11.0479, Alperstedt,Th�ringen
91,20020820,20220503,300,50.7446,9.345, Alsfeld-Eifa,Hessen
96,20190410,20220502,50,52.9437,12.8518, Neuruppin-Alt Ruppin,Brandenburg
103,20021220,20220502,364,48.896,12.217, Hagelstadt,Bayern
118,20030227,20220502,388,49.4053,12.2852, Altendorf,Bayern
124,20060821,20220502,265,51.2388,11.577," Bibra, Bad-Altenroda",Sachsen-Anhalt
130,20040915,20220502,300,49.7283,9.7692, Altertheim-Oberalterthe,Bayern
131,20041101,20220503,296,51.0881,12.9326, Geringswalde-Altgerings,Sachsen
142,20051026,20220503,511,48.406,11.3117, Altom�nster-Maisbrunn,Bayern
146,20021221,20220503,730,47.7922,10.0988, Altusried-Muthmannshofe,Bayern
150,20050701,20220502,215,49.7273,8.1164, Alzey,Rheinland-Pfalz
151,20041124,20220502,382,49.4691,11.8546, Amberg-Unterammersricht,Bayern
152,20090617,20120111,57,53.1268,10.2184, Amelinghausen,Niedersachsen
154,20050113,20220503,516,48.0197,12.2925, Amerang-Pfaffing,Bayern
158,20020529,20220502,210,50.784,8.9545, Am�neburg-R�digheim,Hessen
161,20110901,20220502,75,50.4237,7.4202, Andernach,Rheinland-Pfalz
164,19911102,20220502,54,53.0316,13.9908, Angerm�nde,Brandenburg
167,20040901,20220503,11,53.8408,13.6854, Anklam,Mecklenburg-Vorpommern
183,19911102,20220503,42,54.6791,13.4344, Arkona,Mecklenburg-Vorpommern
191,20041104,20220503,217,49.9694,9.9114, Arnstein-M�desheim,Bayern
194,20041018,20220502,265,51.3431,9.0763," Arolsen-Landau, Bad",Hessen
198,19911108,20220502,164,51.3744,11.292, Artern,Th�ringen
200,20020925,20220502,517,50.085,6.3161, Lauperath-Scheidchen,Rheinland-Pfalz
205,20021114,20220502,681,47.7275,12.2982, Aschau-Stein,Bayern
211,20040902,20220502,200,50.58,8.4685, A�lar Klein-Altenst�dte,Hessen
213,20070322,20220502,170,51.9375,10.9897, Sargstedt,Sachsen-Anhalt
216,20040818,20220502,298,51.1143,7.8807, Attendorn-Neulisternohl,Nordrhein-Westfalen
217,20041117,20220502,670,47.8774,11.3643, Attenkam,Bayern
222,19911102,20220503,393,50.5908,12.7139, Aue,Sachsen
227,20021010,20220502,432,49.8823,11.2656, Aufse�-Hochstahl,Bayern
232,19961108,20220502,462,48.4253,10.9417, Augsburg,Bayern
240,20020910,20220502,293,50.1805,9.5743, Aura im Sinngrund,Bayern
246,20051104,20080812,73,51.7015,12.8909, Axien,Sachsen-Anhalt
257,20020909,20220503,240,48.727,8.2457, Baden-Baden-Geroldsau,Baden-W�rttemberg
259,20031101,20220503,275,47.8064,7.6387, M�llheim,Baden-W�rttemberg
268,19960719,19961231,622,48.5293,8.2727, Baiersbronn-Obertal,Baden-W�rttemberg
269,20060523,20220502,599,48.5116,8.3176, Baiersbronn-Mitteltal,Baden-W�rttemberg
275,20030507,20220502,1039,47.465,10.1043, Balderschwang,Bayern
279,20060818,20220503,457,48.7574,9.4514, Baltmannsweiler-Hohenge,Baden-W�rttemberg
282,19950601,20220502,240,49.8743,10.9206, Bamberg,Bayern
287,20080417,20220502,53,51.961,11.9159, Walternienburg-Ronney,Sachsen-Anhalt
292,20051201,20220502,37,52.6965,8.487, Barnstorf,Niedersachsen
294,20040423,20220502,110,52.3199,9.43, Barsinghausen-Hohenbost,Niedersachsen
298,19911101,20220502,3,54.3405,12.7108, Barth,Mecklenburg-Vorpommern
301,20150901,20220502,659,48.7584,9.9855, Bartholom�,Baden-W�rttemberg
303,19930901,20220502,55,52.0613,13.4997, Baruth,Brandenburg
310,20020705,20220502,590,51.0662,8.5375, Battenberg-Hof Karlsbur,Hessen
312,20070601,20220502,51,53.8149,11.8818, Baumgarten,Mecklenburg-Vorpommern
314,20030714,20220503,234,51.1604,14.5042," Kubsch�tz, Kr. Bautzen",Sachsen
316,20021008,20220502,310,49.6957,7.8387, Bayerfeld-Steckweiler -,Rheinland-Pfalz
320,20060511,20220503,350,49.9666,11.5198, Heinersreuth-Vollhof,Bayern
323,20020826,20220503,425,49.1626,10.5918, Bechhofen/Mittelfranken,Bayern
326,20040701,20130708,120,51.7204,8.0577, Beckum-Unterberg,Nordrhein-Westfalen
330,20040609,20220502,455,49.5617,8.9673, Oberzent-Beerfelden,Hessen
336,20021107,20220502,290,51.0221,10.5148, H�rselberg-Hainich-Behr,Th�ringen
342,20101202,20220502,103,52.317,8.1694, Belm,Niedersachsen
348,19910102,20110831,127,50.4135,7.5886, Bendorf,Rheinland-Pfalz
357,20050720,20220502,50,52.3018,7.1301," Bentheim, Bad",Niedersachsen
359,20021220,20220502,464,49.1022,11.796, Beratzhausen,Bayern
360,20021113,20220502,403,49.1115,11.4328, Berching,Bayern
377,20041001,20220503,210,49.107,7.9967," Bergzabern, Bad",Rheinland-Pfalz
378,20050314,20220502,136,51.6843,10.1077, Berka,Niedersachsen
379,20170901,20220503,304,50.9075,11.2665," Berka, Bad (Flugplatz)",Th�ringen
384,20050617,20140918,570,48.0409,10.0808, Berkheim,Baden-W�rttemberg
389,20091101,20220502,436,51.0148,8.4318," Berleburg, Bad-Arfeld",Nordrhein-Westfalen
390,20030123,20220503,610,50.9837,8.3683," Berleburg, Bad-St�nzel",Nordrhein-Westfalen
399,19911102,20110730,36,52.5198,13.4057, Berlin-Alexanderplatz,Berlin
400,20030610,20220502,60,52.631,13.5021, Berlin-Buch,Berlin
410,20030807,20200615,33,52.404,13.7309, Berlin-Kaniswall,Berlin
420,20070801,20220503,61,52.5447,13.5598, Berlin-Marzahn,Berlin
427,19911102,20220502,46,52.3807,13.5306, Berlin Brandenburg,Brandenburg
430,19941223,20210504,36,52.5644,13.3088, Berlin-Tegel,Berlin
433,19950102,20220502,48,52.4675,13.4021, Berlin-Tempelhof,Berlin
443,20021219,20220503,936,47.7388,10.7448, Bernbeuren-Prachtsried,Bayern
445,20030528,20220503,85,51.8218,11.711, Bernburg/Saale (Nord),Sachsen-Anhalt
450,20050921,20121203,120,49.9186,7.0664, Bernkastel-Kues,Rheinland-Pfalz
460,19931001,20220502,363,49.2641,6.6868, Berus,Saarland
479,20040930,20220502,138,50.2435,9.2892, W�chtersbach,Hessen
498,20060721,20220502,760,47.7453,8.3111, �hlingen-Birkendorf,Baden-W�rttemberg
504,20070601,20220502,79,51.7982,13.9716," Bischdorf, Kreis Obersp",Brandenburg
505,20021025,20060702,332,51.4268,10.0932, Bischhagen,Th�ringen
517,20041103,20060629,44,52.66,11.5518, Bismark,Sachsen-Anhalt
522,20020807,20220503,425,48.7092,10.6283, Bissingen (Kl�ranlage),Bayern
523,20020808,20180531,359,49.9797,6.5325, Bitburg,Rheinland-Pfalz
535,20030701,20220502,417,50.0372,7.3079, Blankenrath,Rheinland-Pfalz
542,20041007,20220502,12,53.2401,10.8522, Bleckede-Walmsburg,Niedersachsen
550,20020515,20220502,344,50.9041,11.7985, Bobeck,Th�ringen
551,20060922,20220502,517,50.3887,11.9955, Weischlitz-Heinersgr�n,Sachsen
554,19940527,20220502,23,51.8293,6.5365, Bocholt-Liedern (Wasser,Nordrhein-Westfalen
555,20080101,20181031,101,51.4789,7.2697, Bochum,Nordrhein-Westfalen
561,20050901,20220502,11,53.367,7.9679, Bockhorn-Grabstede,Niedersachsen
567,20090723,20220502,258,51.6957,9.5135, Bodenfelde-Amelith,Niedersachsen
583,20071024,20080616,585,49.7067,7.0973, B�rfink-Thranenweier,Rheinland-Pfalz
589,20020904,20220502,343,48.8846,12.7453, Bogen-Pfelling,Bayern
591,19911101,20220502,45,53.3911,10.6878, Boizenburg,Mecklenburg-Vorpommern
596,19911107,20220502,15,54.0027,11.1908, Boltenhagen,Mecklenburg-Vorpommern
603,20071025,20220502,147,50.7293,7.204, K�nigswinter-Heiderhof,Nordrhein-Westfalen
609,20060101,20071121,530,48.9015,10.3121, Bopfingen-Baldern,Baden-W�rttemberg
613,20040820,20220502,206,51.5677,9.2324, Borgentreich,Nordrhein-Westfalen
617,20030123,20220502,47,51.873,6.8863, Borken in Westfalen,Nordrhein-Westfalen
622,20060601,20220502,66,52.3745,11.4655, Westheide-Born,Sachsen-Anhalt
630,20060518,20220502,87,52.0193,11.4059, Bottmersdorf-Klein Germ,Sachsen-Anhalt
633,20021128,20220502,126,51.4041,14.5681, Boxberg,Sachsen
644,20050101,20220502,150,51.7049,9.1738, Brakel,Nordrhein-Westfalen
653,20021114,20220502,483,47.7241,12.1092, Brannenburg-Degerndorf,Bayern
656,19910815,20220502,607,51.7234,10.6021, Braunlage,Niedersachsen
662,19970702,20220502,81,52.2915,10.4464, Braunschweig,Niedersachsen
677,20020902,20220503,610,48.1266,10.3649, Breitenbrunn-F�rbuch,Bayern
684,20050609,20220502,1000,47.9385,8.0761, Breitnau,Baden-W�rttemberg
691,19910620,20220503,4,53.0451,8.7981, Bremen,Bremen
701,19971120,20220502,7,53.5332,8.5761, Bremerhaven,Bremen
704,20020717,20220502,11,53.4451,9.139, Bremerv�rde,Niedersachsen
714,20050503,20220502,46,52.3653,14.2474, Neu Madlitz,Brandenburg
721,20021121,20220502,101,51.5171,12.4362, Sch�nw�lkau-Brinnis,Sachsen
722,19971023,20210930,1135,51.7986,10.6183, Brocken,Sachsen-Anhalt
723,20020718,20220502,290,50.1841,7.24, Kail,Rheinland-Pfalz
731,20071201,20220502,130,49.1127,8.6372, Bruchsal-Heidelsheim,Baden-W�rttemberg
735,20050501,20220502,52,52.1692,12.7334, Br�ck-G�mnigk,Brandenburg
753,20040501,20220502,305,50.87,11.5022, Bucha,Th�ringen
755,20040324,20220502,340,49.5182,9.3213," Buchen, Kr. Neckar-Oden",Baden-W�rttemberg
757,20030326,20220502,445,47.9625,7.9983, Buchenbach,Baden-W�rttemberg
760,20171124,20220503,82,53.3629,9.9435, Rosengarten-Klecken,Niedersachsen
765,20071024,20081031,455,50.1746,7.0781, B�chel,Rheinland-Pfalz
775,20021202,20220502,100,52,10.6323, Osterwieck-Rimbeck,Sachsen-Anhalt
789,20020318,20220502,263,49.6063,9.8834, B�tthard,Bayern
791,20051207,20220502,8,54.6328,8.937, Bordelum,Schleswig-Holstein
796,20040825,20220502,412,50.7556,8.1257, Burbach-W�rgendorf,Nordrhein-Westfalen
797,20050622,20220502,39,52.3241,11.8339, Burg-Blumenthal,Sachsen-Anhalt
801,20011129,20220502,331,49.4549,10.3241, Burgbernheim,Bayern
807,20020829,20220503,290,49.745,10.6434, Schl�sselfeld (Kl�ranla,Bayern
808,20051221,20220502,413,48.187,12.8098," Mehring, Kr. Alt�tting-",Bayern
812,20021121,20220502,278,50.1429,11.2322, Burgkunstadt,Bayern
814,20020830,20220503,270,50.1451,10.7066, Pfarrweisach-Lohr (Pege,Bayern
815,20060921,20220502,162,51.5426,11.6947, Seegebiet Mansfelder La,Sachsen-Anhalt
817,20040927,20220502,293,51.0306,8.8146, Burgwald-Bottendorf,Hessen
837,20020605,20220502,244,50.2863,8.2949," Camberg, Bad",Hessen
839,20110101,20220502,27,53.7575,10.9288, Carlow,Mecklenburg-Vorpommern
840,19911108,20220502,895,50.4313,12.6114, Carlsfeld,Sachsen
848,20080617,20220502,38,52.6146,10.0726, Celle (Stadt),Niedersachsen
850,20080814,20150630,45,52.5959,10.0296, Celle,Niedersachsen
853,19911107,20220502,416,50.7913,12.872, Chemnitz,Sachsen
856,20030501,20220502,551,47.8843,12.5404, Chieming,Bayern
857,20041014,20220502,535,47.8665,12.395, Chiemsee-Herrenchiemsee,Bayern
863,20070912,20120404,585,51.7904,10.347, Clausthal-Zellerfeld,Niedersachsen
867,19920215,20220502,344,50.3066,10.9679, Lautertal-Oberlauter,Bayern
871,20050607,20220502,87,51.9618,7.1585, Coesfeld,Nordrhein-Westfalen
874,20050510,20220502,52,52.2994,11.6733, Zielitz,Sachsen-Anhalt
880,19911102,20220502,69,51.7759,14.3168, Cottbus,Brandenburg
885,20040929,20220502,450,49.8449,11.616, Creu�en-B�hl,Bayern
891,19990429,20220502,5,53.8713,8.7058, Cuxhaven,Niedersachsen
896,20030611,20220503,170,51.0778,10.8619, Dachwig,Th�ringen
902,20061001,20220502,573,50.4115,6.5615, Dahlem-Schmidtheim,Nordrhein-Westfalen
917,20040713,20220502,162,49.8809,8.6779, Darmstadt,Hessen
922,20020806,20220503,460,48.395,11.0594, Dasing (Kl�ranlage),Bayern
931,20041019,20220502,712,47.8007,9.4108, Deggenhausertal-Azenwei,Baden-W�rttemberg
933,20021218,20220503,585,48.0368,11.5777," Deisenhofen, Kreis M�nc",Bayern
934,20041001,20220502,88,51.7835,8.5658, Delbr�ck,Nordrhein-Westfalen
942,20020926,20220502,308,50.122,6.599, Densborn,Rheinland-Pfalz
953,19970731,20220502,481,49.7619,7.0542, Deuselbach,Rheinland-Pfalz
961,20020711,20220503,258,51.4743,9.0039, Diemelstadt-Rhoden,Hessen
962,20020920,20220502,326,50.8018,11.1692, Stadtilm-Dienstedt,Th�ringen
963,19960614,20220502,38,52.5881,8.3424, Diepholz,Niedersachsen
966,20051130,20220502,65,52.7522,10.8831, Diesdorf,Sachsen-Anhalt
970,20011129,20220502,405,49.4158,10.6734, Dietenhofen,Bayern
974,20060712,20220502,440,51.5307,11.0457, S�dharz-Dietersdorf,Sachsen-Anhalt
977,20040624,20120930,377,50.8541,8.3416, Dietzh�lztal-Mandeln,Hessen
978,20041118,20220502,155,50.3574,8.0485, Holzheim bei Diez,Rheinland-Pfalz
979,20030708,20220502,314,50.7364,8.2672, Dillenburg,Hessen
983,20061201,20220502,419,48.5562,10.5599, Dillingen/Donau-Fristin,Bayern
985,20060101,20220502,492,49.0504,10.2892, Dinkelsb�hl-Oberwinstet,Bayern
988,20050719,20220502,23,52.6746,8.114, Dinklage,Niedersachsen
989,20041201,20220502,46,51.5765,6.7849, Dinslaken,Nordrhein-Westfalen
991,20040913,20220502,359,50.9116,13.7087, Dippoldiswalde-Reinberg,Sachsen
998,19961002,20011031,696,48.7968,8.4921, Dobel,Baden-W�rttemberg
1001,19911107,20220502,97,51.6451,13.5747, Doberlug-Kirchhain,Brandenburg
1014,20050125,20220502,2,53.2289,7.2191, Dollart-Kanalpolder,Niedersachsen
1018,20061001,20111129,677,47.9422,8.5046, Donaueschingen,Baden-W�rttemberg
1023,20020731,20220503,430,48.2746,12.1616, Dorfen (Kl�ranlage),Bayern
1024,20060607,20220502,37,51.1157,6.851, Dormagen-Zons,Nordrhein-Westfalen
1030,20050221,20220502,1,53.646,7.4302, Dornum,Niedersachsen
1039,20040819,20220502,317,51.5263,9.7978, Dransfeld-Ossenfeld,Niedersachsen
1046,20040816,20220502,72,51.7585,7.7528, Drensteinfurt,Nordrhein-Westfalen
1048,19911122,20220502,228,51.1278,13.7543, Dresden-Klotzsche,Sachsen
1050,20050810,20220503,112,51.0221,13.847, Dresden-Hosterwitz,Sachsen
1051,20070123,20220502,119,51.0249,13.7751, Dresden-Strehlen,Sachsen
1052,20030317,20220502,80,52.2174,12.1641, Drewitz bei Burg,Sachsen-Anhalt
1055,20040728,20220502,482,50.6316,8.1813, Driedorf,Hessen
1056,20051114,20220502,2,53.7118,9.3791, Drochtersen,Niedersachsen
1067,20040504,20220502,95,51.9265,12.3852, D�ben,Sachsen-Anhalt
1072,20040506,20220502,107,49.4719,8.1929," D�rkheim, Bad",Rheinland-Pfalz
1078,19920913,20220502,37,51.296,6.7686, D�sseldorf,Nordrhein-Westfalen
1089,20060606,20220502,197,48.5017,7.9943, Durbach-Ebersweier,Baden-W�rttemberg
1093,20140501,20220502,131,49.4593,8.9595, Eberbach,Baden-W�rttemberg
1094,20090925,20220503,611,47.7958,11.1991, Eberfing,Bayern
1095,20060807,20110724,192,51.6001,10.1105, Krebeck-Renshausen,Niedersachsen
1103,20061001,20220503,592,48.1003,11.9872, Ebersberg-Halbing,Bayern
1107,20041007,20220502,346,49.852,10.4991, Ebrach,Bayern
1119,20031115,20220503,535,49.5767,11.6975, Edelsfeld,Bayern
1130,20090701,20220502,17,54.6282,9.3649, Eggebek,Schleswig-Holstein
1132,20020730,20220503,410,48.3956,12.7287, Eggenfelden,Bayern
1139,20020926,20101219,400,48.6846,13.2512, Eging am See-Burgstall,Bayern
1145,20060101,20080316,745,48.3326,9.6028, Ehingen/Donau-Frankenho,Baden-W�rttemberg
1158,20020920,20220503,350,48.636,12.8531, Eichendorf,Bayern
1161,20050201,20220503,384,48.8777,11.2349, Eichst�tt-Landershofen,Bayern
1166,20030319,20220502,107,51.4603,12.6687, Eilenburg,Sachsen
1170,20070608,20220502,265,51.8873,9.728, Eimen-Vorwohle,Niedersachsen
1176,20041028,20220502,976,47.9634,8.2693, Eisenbach,Baden-W�rttemberg
1197,20020830,20220503,460,48.9895,10.1312, Ellwangen-Rindelbach,Baden-W�rttemberg
1200,20100827,20220502,3,54.0691,9.0105, Elpersb�ttel,Schleswig-Holstein
1207,20060301,20220503,558,50.2705,12.2742," Elster, Bad-Sohl",Sachsen
1210,20060424,20220502,90,51.4505,13.5046, Elsterwerda,Brandenburg
1214,20040401,20220502,431,48.2012,8.1088, Elzach-Fisnacht,Baden-W�rttemberg
1216,20050201,20220502,312,49.4251,9.243, Elztal-Rittersbach,Baden-W�rttemberg
1219,19930101,19970630,5,53.3449,7.1909, Emden-Nesserland,Niedersachsen
1223,20050812,20220502,13,52.5983,6.9449, Ringe-Gro�ringe,Niedersachsen
1224,20021030,20220502,201,48.1378,7.8351, Emmendingen-Mundingen,Baden-W�rttemberg
1237,20020910,20220502,507,48.089,12.5073, Tacherting-Spreit,Bayern
1239,20031101,20080923,540,47.8516,8.7673, Engen/Hegau,Baden-W�rttemberg
1241,20061026,20220503,128,52.15,8.5226, Enger,Nordrhein-Westfalen
1246,20150801,20220502,104,51.8418,8.0607, Ennigerloh-Ostenfelde,Nordrhein-Westfalen
1255,20020824,20220502,226,49.1661,8.8483, Eppingen-Elsenz,Baden-W�rttemberg
1262,19920520,20220502,446,48.3477,11.8134, M�nchen-Flughafen,Bayern
1266,20031004,20220502,18,54.2992,9.3162, Erfde,Schleswig-Holstein
1270,19911105,20220502,316,50.9829,10.9608, Erfurt-Weimar,Th�ringen
1278,20071201,20220502,160,52.2449,10.7182, Cremlingen-Destedt,Niedersachsen
1279,20060504,20220502,268,49.6497,11.0075, M�hrendorf-Kleinseebach,Bayern
1282,20091215,20220502,565,50.3043,12.3834, Erlbach-Eubabrunn,Sachsen
1290,20051101,20220502,716,48.1868,8.4672, Eschbronn-Mariazell,Baden-W�rttemberg
1297,20040407,20220502,156,51.2041,10.0138, Eschwege,Hessen
1300,20040601,20220503,351,51.254,8.1565, Eslohe,Nordrhein-Westfalen
1303,19940504,20220502,150,51.4041,6.9677, Essen-Bredeney,Nordrhein-Westfalen
1304,20060401,20220502,48,52.3345,8.3877," Essen-Brockhausen, Bad",Niedersachsen
1313,20031022,20220503,940,47.5665,10.9583, Ettal-Linderhof,Bayern
1315,20061001,20101108,118,48.9246,8.3824, Ettlingen-Ettlingenweie,Baden-W�rttemberg
1320,20021105,20220502,137,51.261,11.1754, Etzleben,Th�ringen
1327,20040801,20220503,147,50.7119,6.7905, Weilerswist-Lommersum,Nordrhein-Westfalen
1332,20041209,20220503,471,48.4832,12.7241," Falkenberg,Kr.Rottal-In",Bayern
1336,20040729,20220502,70,52.8568,9.6756," Fallingbostel, Bad",Niedersachsen
1343,20021101,20220503,476,47.7956,12.0161," Feilnbach,Bad",Bayern
1346,19951027,20220502,1490,47.8749,8.0038, Feldberg/Schwarzwald,Baden-W�rttemberg
1350,20070612,20220502,48,52.0997,13.0016, Felgentreu,Brandenburg
1357,20041202,20220503,655,49.9807,11.8376, Fichtelberg/Oberfranken,Bayern
1358,19911112,20220502,1213,50.4283,12.9536, Fichtelberg,Sachsen
1366,20020731,20220503,498,48.2213,11.7989, Finsing (Kraftwerk),Bayern
1392,20100401,20220502,621,49.7316,12.3489, Flossenb�rg,Bayern
1411,20070101,20220503,747,50.5309,10.0479, Birx/Rh�n,Th�ringen
1420,19930305,20220502,100,50.0259,8.5213, Frankfurt/Main,Hessen
1424,20080624,20220502,124,50.1269,8.6694, Frankfurt/Main-Westend,Hessen
1435,20020726,20220502,768,50.5921,10.8575, Ilmenau-Frauenwald,Th�ringen
1441,20150401,20220502,416,50.9263,13.2711, Freiberg,Sachsen
1443,19940427,20220502,237,48.0232,7.8343, Freiburg,Baden-W�rttemberg
1451,20030516,20220503,2,53.8277,9.2493, Freiburg/Elbe,Niedersachsen
1458,20030226,20220502,492,49.5747,11.8859, Freihung-Gro�sch�nbrunn,Bayern
1468,19910102,20220502,797,48.4538,8.409, Freudenstadt,Baden-W�rttemberg
1473,20051110,20190228,414,49.1869,11.308, Freystadt-Michelbach,Bayern
1495,20040826,20220502,52,53.5389,11.7607, Goldenbow,Mecklenburg-Vorpommern
1497,20041201,20220502,74,53.0238,13.7088, Friedrichswalde,Brandenburg
1503,20121001,20220502,6,53.0643,7.902, Friesoythe-Altenoythe,Niedersachsen
1511,20020903,20220503,400,48.5587,12.5719, Marklkofen (Betriebsste,Bayern
1526,20040914,20220503,242,50.5668,9.6532, Fulda-Horas,Hessen
1542,20020731,20220503,498,48.4327,12.5714, Gangkofen (Kl�ranlage),Bayern
1544,19911102,20220502,47,52.5129,11.3942, Gardelegen,Sachsen-Anhalt
1550,19910102,20220502,719,47.483,11.0621, Garmisch-Partenkirchen,Bayern
1559,20030501,20070228,402,50.7421,7.8163, Gebhardshain,Rheinland-Pfalz
1561,20040915,20220502,414,50.4034,9.2076, Gedern-Sch�nhausen,Hessen
1573,20050923,20220502,281,50.7133,9.9539, Geisa,Th�ringen
1578,20020123,20200930,376,48.6894,11.6353, Geisenfeld-Engelbrechts,Bayern
1580,19970101,20220502,110,49.9859,7.9548, Geisenheim,Hessen
1584,20090601,20220503,673,47.9242,8.6474, Geisingen,Baden-W�rttemberg
1587,20031210,20220502,536,48.9481,11.4289, Gelbelsee,Bayern
1590,20021023,20220503,37,51.4942,6.2463, Geldern-Walbeck,Nordrhein-Westfalen
1595,20120907,20220502,91,51.5762,7.0652, Gelsenkirchen-Buer,Nordrhein-Westfalen
1598,20051201,20220502,328,50.248,7.7456, Oberbachheim,Rheinland-Pfalz
1602,20031101,20220503,177,48.433,7.993, Ohlsbach,Baden-W�rttemberg
1605,19911106,20220502,35,52.3875,12.1602, Genthin,Sachsen-Anhalt
1607,20020204,20220502,344,49.1934,11.0267, Georgensgm�nd,Bayern
